,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.8608428446005268,0.7818261633011413,0.807083983069726,0.8808197816885721,0.8034083314769437
1,0.8443810359964882,0.8439420544337137,0.8159946535976832,0.7643127645355313,0.758520828692359
2,0.767449517120281,0.8437225636523266,0.7946090443305859,0.7772332368010693,0.8231231900200491
3,0.8208955223880596,0.8035557506584724,0.8730229449766095,0.8409445310759635,0.814992203163288
4,0.8011413520632134,0.7973002633889377,0.7714413009578971,0.8357095121407887,0.8061929160169303
5,0.8248463564530291,0.739244951712028,0.8400534640231677,0.8335932278903988,0.8440632657607485
6,0.7654741000877961,0.8206760316066726,0.8015148139897527,0.8580975718422812,0.839162396970372
7,0.8268217734855136,0.768217734855136,0.8012920472265539,0.8271329917576298,0.7999554466473602
8,0.7672300263388938,0.865891132572432,0.8400534640231678,0.8487413677879261,0.8404989975495657
9,0.7530728709394205,0.8208955223880596,0.8840498997549565,0.8761416796613946,0.7657607484963244
