,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872,0.6577540106951872
1,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903,0.6607843137254903
2,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198,0.6609625668449198
3,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508,0.663903743315508
4,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779,0.661319073083779
5,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173,0.655258467023173
6,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316,0.6580213903743316
7,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193,0.6633689839572193
8,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075,0.663101604278075
9,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642,0.6612299465240642
