,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7736611062335382,0.7736611062335382,0.7736611062335382,0.7736611062335382,0.7736611062335382
1,0.8065408252853379,0.8065408252853379,0.8065408252853379,0.8065408252853379,0.8065408252853379
2,0.7798946444249342,0.7798946444249342,0.7798946444249342,0.7798946444249342,0.7798946444249342
3,0.8007901668129938,0.8007901668129938,0.8007901668129938,0.8007901668129938,0.8007901668129938
4,0.7885425812115892,0.7885425812115892,0.7885425812115892,0.7885425812115892,0.7885425812115892
5,0.7830553116769096,0.7830553116769096,0.7830553116769096,0.7830553116769096,0.7830553116769096
6,0.7798946444249341,0.7798946444249341,0.7798946444249341,0.7798946444249341,0.7798946444249341
7,0.803511852502195,0.803511852502195,0.803511852502195,0.803511852502195,0.803511852502195
8,0.8096136962247584,0.8096136962247584,0.8096136962247584,0.8096136962247584,0.8096136962247584
9,0.8064969271290605,0.8064969271290605,0.8064969271290605,0.8064969271290605,0.8064969271290605
