,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.773748902546093,0.773748902546093,0.773748902546093,0.773748902546093,0.773748902546093
1,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.7499999999999999
2,0.7769973661106233,0.7769973661106233,0.7769973661106233,0.7769973661106233,0.7769973661106233
3,0.7711150131694469,0.7711150131694469,0.7711150131694469,0.7711150131694469,0.7711150131694469
4,0.7587796312554873,0.7587796312554873,0.7587796312554873,0.7587796312554873,0.7587796312554873
5,0.7828797190517998,0.7828797190517998,0.7828797190517998,0.7828797190517998,0.7828797190517998
6,0.7650131694468832,0.7650131694468832,0.7650131694468832,0.7650131694468832,0.7650131694468832
7,0.7648814749780509,0.7648814749780509,0.7648814749780509,0.7648814749780509,0.7648814749780509
8,0.7649692712906058,0.7649692712906058,0.7649692712906058,0.7649692712906058,0.7649692712906058
9,0.7558823529411764,0.7558823529411764,0.7558823529411764,0.7558823529411764,0.7558823529411764
