,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7469271290605795,0.7469271290605795,0.7469271290605795,0.7469271290605795,0.7469271290605795
1,0.7737928007023704,0.7737928007023704,0.7737928007023704,0.7737928007023704,0.7737928007023704
2,0.7770851624231783,0.7770851624231783,0.7770851624231783,0.7770851624231783,0.7770851624231783
3,0.7770412642669007,0.7770412642669007,0.7770412642669007,0.7770412642669007,0.7770412642669007
4,0.7676470588235293,0.7676470588235293,0.7676470588235293,0.7676470588235293,0.7676470588235293
5,0.792054433713784,0.792054433713784,0.792054433713784,0.792054433713784,0.792054433713784
6,0.7769534679543459,0.7769534679543459,0.7769534679543459,0.7769534679543459,0.7769534679543459
7,0.7738805970149254,0.7738805970149254,0.7738805970149254,0.7738805970149254,0.7738805970149254
8,0.7709394205443372,0.7709394205443372,0.7709394205443372,0.7709394205443372,0.7709394205443372
9,0.7798068481123793,0.7798068481123793,0.7798068481123793,0.7798068481123793,0.7798068481123793
