,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7498683055311676,0.7498683055311676,0.7498683055311676,0.7498683055311676,0.7498683055311676
1,0.7648814749780509,0.7648814749780509,0.7648814749780509,0.7648814749780509,0.7648814749780509
2,0.7381913959613696,0.7381913959613696,0.7381913959613696,0.7381913959613696,0.7381913959613696
3,0.7441176470588236,0.7441176470588236,0.7441176470588236,0.7441176470588236,0.7441176470588236
4,0.7740561896400351,0.7740561896400351,0.7740561896400351,0.7740561896400351,0.7740561896400351
5,0.7589552238805971,0.7589552238805971,0.7589552238805971,0.7589552238805971,0.7589552238805971
6,0.7679104477611941,0.7679104477611941,0.7679104477611941,0.7679104477611941,0.7679104477611941
7,0.7678665496049166,0.7678665496049166,0.7678665496049166,0.7678665496049166,0.7678665496049166
8,0.7709833187006145,0.7709833187006145,0.7709833187006145,0.7709833187006145,0.7709833187006145
9,0.7798507462686567,0.7798507462686567,0.7798507462686567,0.7798507462686567,0.7798507462686567
