,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7379719051799825,0.7379719051799825,0.7379719051799825,0.7379719051799825,0.7379719051799825
1,0.7469271290605793,0.7469271290605793,0.7469271290605793,0.7469271290605793,0.7469271290605793
2,0.7382352941176471,0.7382352941176471,0.7382352941176471,0.7382352941176471,0.7382352941176471
3,0.738235294117647,0.738235294117647,0.738235294117647,0.738235294117647,0.738235294117647
4,0.75,0.75,0.75,0.75,0.75
5,0.7529411764705882,0.7529411764705882,0.7529411764705882,0.7529411764705882,0.7529411764705882
6,0.7530728709394205,0.7530728709394205,0.7530728709394205,0.7530728709394205,0.7530728709394205
7,0.744161545215101,0.744161545215101,0.744161545215101,0.744161545215101,0.744161545215101
8,0.7500877963125548,0.7500877963125548,0.7500877963125548,0.7500877963125548,0.7500877963125548
9,0.7531167690956979,0.7531167690956979,0.7531167690956979,0.7531167690956979,0.7531167690956979
