,Feature Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,mean,std
16,uniformity10b,0.00683334070196306,0.007299293805786031,0.00715556941181268,0.007007468138289639,0.0071922930814876706,0.006746415606714656,0.005078424291916802,0.007302215161991483,0.007469367841858028,0.008215808487233113,0.005962597703643991,0.006573002729309132,0.007111610950517841,0.00981376810595574,0.01111690863721192,0.006443888771249506,0.008128331059346754,0.008917488909201386,0.007896508051377503,0.010193390187608216,0.005895441704056622,0.006577557782110679,0.008428379889045583,0.006968548405405677,0.007730276526110557,0.006558827740611886,0.006827928606295464,0.006599612701357588,0.007313062499007775,0.008018017170773568,0.006179321032369603,0.0061065914570896055,0.006326210162315731,0.009376656999877865,0.00894420665543816,0.008000421987729621,0.008778271113890148,0.008281208755880879,0.010778897710762321,0.007204467070986957,0.0058312010584930475,0.008441719962610785,0.00815054648316821,0.007538145941476916,0.007911401409514508,0.005809729397948883,0.0076682763943169245,0.0070124817166412464,0.007585942105923732,0.008199925073575915,0.007550019342985231,0.001260990256903696
37,energyglcm10b,0.007928346937646312,0.007289508397525518,0.006721736136471539,0.008374262597535768,0.006102428697128204,0.0057940727889735704,0.007843231036416652,0.007113954837278223,0.007357393808317716,0.007191190569206531,0.008963784397533167,0.007491869658566157,0.009436476415167651,0.007731574176603462,0.007906330605282137,0.007376860681264248,0.007398792094822476,0.009536424177617842,0.007886231932296308,0.008034861695800952,0.007415378599673708,0.00803896577247935,0.008670402916165082,0.004609023107533321,0.007064727218069775,0.008820774368756844,0.007539721083611421,0.0071780894396705945,0.007528566186929401,0.0057556525832458275,0.0077589776145751774,0.006934712639173791,0.006186658771877165,0.007195641208254081,0.008952450126097921,0.00838583133792123,0.009861611573537597,0.008511595246621356,0.00955730323422879,0.006611606959419851,0.006695128981816743,0.00925732209218625,0.006402283740614561,0.009776917145636603,0.006895839638741582,0.006233539904250428,0.005645303122882988,0.008029118371728578,0.008067632901393477,0.007005796910478458,0.007601318088780527,0.0011424425527403479
3,entropy10b,0.0053886413345917575,0.008193377734665398,0.009832694685842509,0.0086235177100283,0.00931843094295901,0.007340110222738066,0.010227308333650148,0.008768373637802647,0.010803805123852398,0.007992844557686996,0.006779667672430901,0.0067546176292737755,0.008075106632124112,0.00605723292359472,0.0083247777029964,0.00807571718574572,0.006670289093274451,0.007139333242665668,0.006696247557920093,0.008043710054443855,0.008121421703173209,0.007239968389729928,0.012266084021909643,0.0106637435746035,0.006463220171213961,0.006824163665934205,0.007191991371179296,0.00715139684049058,0.007327956116747593,0.008636287278671486,0.008828006869218747,0.006317274657495832,0.008002644198441397,0.006036568604177261,0.009689810016074794,0.008052157988208753,0.007063790047737607,0.006934476031457777,0.00801409315359948,0.00843611468752643,0.005617665596033721,0.009766033784628604,0.010649978829832239,0.009172469079776938,0.008311422300772855,0.006114395528813778,0.009337287317323435,0.008743221995020423,0.006959641106807062,0.008705472210378849,0.008034891222305328,0.0014582875254441638
47,sumentropy10b,0.00788631551856748,0.007288731534688467,0.006590933111157595,0.006917068941460124,0.0073312687323431715,0.009279637285002489,0.01003793191041985,0.006761478401862774,0.008309130258834696,0.007038801612507369,0.010491437906275273,0.009610091460718099,0.007407354791668144,0.0071413169763258075,0.007113301052896425,0.009851743797800825,0.008473080588469566,0.009498931669875373,0.007120263937293648,0.007968495308398849,0.009526967772168536,0.007255503051693658,0.007644704999271938,0.009523065398976401,0.00760774732948817,0.011312484676630602,0.007087058626072331,0.01025184979835959,0.008453763607254116,0.008225658795060342,0.008162365067557093,0.00891179071540916,0.007770420317634303,0.007139612437001441,0.006514310791161743,0.008369940921362336,0.005766957408739204,0.007785788723088078,0.007392547425403645,0.007109804039770435,0.007844057078473571,0.00988300048565608,0.00597918224776986,0.01040247983171745,0.007971193221413608,0.007897396084491113,0.007814254404679729,0.005686108724917916,0.007414340326824879,0.00823316930228062,0.00806109676813788,0.0012779793023784218
38,entropyglcm10b,0.007697151970066109,0.008481489812267907,0.007222778342134957,0.005564061315532051,0.008749326458935874,0.006470947415594029,0.009291791308952862,0.006306532887389641,0.008903914227567259,0.007983832096199807,0.009414462951171864,0.0075266551265656305,0.0071641477521315975,0.00777927126635915,0.008061819932805765,0.009783117501660587,0.01130045042698308,0.00789337849031356,0.007297347370341899,0.0080432729295915,0.007040969803690077,0.009318409186930025,0.007929316034548802,0.00996284606145082,0.00864972392654957,0.00900772520258442,0.007280878435389819,0.008864754530691469,0.007708016397898049,0.008051069920848395,0.007669055560989066,0.011210141162809628,0.008648582408211423,0.00874042282697431,0.00763551004121465,0.007449073457759311,0.010692591734791004,0.005440794689232408,0.008520752228186365,0.006811089282409994,0.006202272772731383,0.009726232578612675,0.007469346833495798,0.006792407073452915,0.008683400481465575,0.006471486563939514,0.008945719128373835,0.008877950092033139,0.009813654915138734,0.007405451171127599,0.008159107881721918,0.001296746796977273
35,differenceentropy10b,0.006276101227992247,0.007545943518853443,0.008265779807182266,0.009675359675166747,0.00780686017712218,0.006907183696179647,0.006137756615766954,0.007690632294658795,0.009767061311709352,0.007196717446757729,0.006849172600966692,0.012446066091546774,0.00662420679879488,0.00991349214470914,0.00977914408009873,0.008087885142389785,0.009957967835047132,0.009435367245876874,0.008415907446379167,0.00999090933423831,0.007585543901750512,0.00813246847553453,0.007033953135202648,0.007791609032284831,0.007013641025567437,0.006885394306601401,0.0067539181794814785,0.008940788141238372,0.009316825187566106,0.004636321237539317,0.007225255452393609,0.010235568585207,0.0076901552136750565,0.008771103710170975,0.010243319312276605,0.008749566657177585,0.01051737776796598,0.006990642196895322,0.009649191705607945,0.007781706600062548,0.006317489601502264,0.00821469678028541,0.00899070571222936,0.007137580072884358,0.0071000737843640695,0.006147935035407548,0.011001061774766816,0.0065219847420919545,0.008687043821772301,0.00787226959320996,0.008174094104683003,0.0015122707725194276
39,homogeneity110b,0.00919968352926425,0.01022033625879743,0.008402597732045046,0.00850606164884315,0.008231975196361808,0.00845252766110684,0.008456987393968295,0.007211699504163689,0.008215281536729277,0.008801486808519556,0.00696868510923477,0.006167736246571493,0.010078880814531788,0.00590659797182862,0.007488974364216066,0.007833423126292587,0.007352458280055316,0.009100263979216976,0.005184409707450885,0.010609007587975854,0.007194468739644515,0.008882438452820374,0.008498405950521535,0.007720122836343678,0.007719732587934226,0.009978769553498993,0.0072988188812174015,0.009090266578787295,0.008177673950413168,0.007610408112167337,0.007138551875519974,0.00799602593126432,0.009195990166822127,0.009041836118226424,0.010065071157927777,0.008145868838594125,0.00899844197051218,0.007380385791356982,0.010657143559306628,0.006469336478475353,0.007902304547508504,0.008369654123754828,0.009938709193314355,0.006555113862826954,0.009263249494252324,0.007703809325699777,0.008295921212711572,0.00875595530662854,0.007497242047348297,0.007214791725185444,0.008222911656555176,0.0011916615454552874
40,homogeneity210b,0.009168126684841429,0.00922310916225918,0.008877112843777511,0.009328005318477944,0.008034574564153539,0.007412559254332909,0.008770881055174566,0.008581334824556858,0.01019701566291395,0.009714620854037112,0.0060483181674899815,0.00855963857126288,0.007486850970259587,0.007799553054747189,0.007719531890106225,0.0073503326103531,0.009833096584992988,0.010401130344073051,0.0069253894846108745,0.008738767745338301,0.008429610507166225,0.008119489906175378,0.008966504117958516,0.007955709780049258,0.009026283304865608,0.009080203250376154,0.00808465923614821,0.009778108403355863,0.008176539945494714,0.007272453244315105,0.007516049882234918,0.009020757176365315,0.008844983435657344,0.008814763848295593,0.010445859507294148,0.010078431680211022,0.008045818066248342,0.008041968609100995,0.010433731868831276,0.0070271156720763455,0.008632070150257113,0.009859465368196443,0.007861600823838544,0.008263168796871298,0.009543364846273219,0.005752061397360435,0.010179857982538938,0.006381292076377839,0.007249268457821001,0.008098631329273302,0.008502995446375752,0.0011294349805867079
4,minimumintensity10b,0.007363826962704541,0.008475666236195131,0.007115528703075975,0.012475605810984272,0.008667843925431374,0.01085191006872351,0.007173829467715079,0.007582349726499789,0.007517569519828518,0.009753508257393437,0.008824550242411081,0.008295088009516945,0.00757398759364854,0.00873764154211529,0.00846242977474518,0.008337508668090035,0.008626368261842191,0.010979628538469084,0.008749035498780871,0.008637705637832952,0.009019146659736776,0.008482066248255453,0.00677245165615902,0.006230953395240143,0.007765002319620568,0.007822819018492081,0.008376323616132601,0.008339528503435141,0.009281101570750799,0.00848049242507928,0.006632995235720434,0.006057911302630209,0.009381987487446843,0.008864213435127747,0.007873764771783288,0.008896015520292259,0.008622276057877923,0.007125580347690302,0.010725349469300226,0.009410237649668163,0.008343943221770619,0.008888253245808914,0.007935472661164835,0.011420431851738156,0.00836262022550793,0.007709407038608556,0.009029338708971685,0.008772016569413654,0.012216267472570343,0.007986191128619646,0.008580514825212347,0.001337635690056069
44,inversevariance10b,0.009522450950856643,0.00971609530662857,0.007530961370150883,0.009677463164252748,0.008654377727791335,0.010276505596692444,0.009943537919859245,0.00943956019119602,0.009523604972708764,0.010464189425143646,0.0077258728718945765,0.008473075721765927,0.009390776760159432,0.009900961652683617,0.008800101622498885,0.00953463762211106,0.00775174566397011,0.014924173746475313,0.009545495473734794,0.006609384948354582,0.009100830581904654,0.006195527292886016,0.009907637777075654,0.007718434892930884,0.008972636652218119,0.00937517886893243,0.007769007984267026,0.010260033829184044,0.008609310558218794,0.00862709617313507,0.009198667513724263,0.011808374972023736,0.008098982047293184,0.010495105263072894,0.0101381095734753,0.010229055346636979,0.008110351071963083,0.00939396816259274,0.009334256109783043,0.007993600897434536,0.008709224387006876,0.008107221051229949,0.009651596582836534,0.010421331594108565,0.008643999136925085,0.006976218190395144,0.010103275649003237,0.006592436204385463,0.010186794676007176,0.008372669199251274,0.009130118098976608,0.0014124966043577583
10,rootmeansquare10b,0.008771964801719968,0.010424486437569156,0.009745311566161766,0.009360579241428892,0.010682031789052733,0.008798459860695131,0.008057504190246579,0.009523505151425481,0.009633555947894838,0.01063200398930874,0.009280333056359835,0.009264987924984374,0.010069322815028474,0.0056870549269125645,0.008808723482807819,0.009374983487568458,0.011483398227717935,0.012105326993615351,0.008508852997497946,0.009018751538988266,0.010379212783322853,0.00897174348713396,0.007725046888317327,0.0068104874090291765,0.009591693664083445,0.009089251820044681,0.008799019304960213,0.00881520672864321,0.00939670884497584,0.011067901307819823,0.009323364199830214,0.008637827147306997,0.01293446607674704,0.008489129763689582,0.011554823292091348,0.009365949357386506,0.008434093172064297,0.009180751548846561,0.007834239104668426,0.009782531265671808,0.00774089951166122,0.009374121720844524,0.011272473610929248,0.010885004118265179,0.011465095015730342,0.009661617772468533,0.00844789564170109,0.009955444665760866,0.0072673224747849645,0.008288033927003472,0.00939544988105534,0.0013444423801543069
52,gln10b,0.009874478822605844,0.010725844850355416,0.00896857192085309,0.010044622219493721,0.0076283074065596704,0.007346335543378592,0.011162663043132504,0.008720488120013647,0.008193056272095147,0.01011382185453711,0.008324277049982018,0.009393459056098842,0.009708554873731276,0.009184874940241563,0.01102723215100855,0.010031973319446769,0.009597048396730347,0.009133168673601304,0.00971378118300673,0.009545762704974299,0.008562930094576388,0.011100851897621767,0.010386549506903542,0.009545495549189351,0.008962124246753404,0.008849980866452948,0.008083654159044797,0.009634528693886158,0.009411264487685474,0.007124714998339315,0.008260419349910956,0.010755339679500717,0.010673023088152147,0.01008137115688956,0.009195847729860603,0.010798037758536116,0.010091763154915567,0.011182851128725937,0.011561911198914341,0.0076129317001386925,0.00638432783110887,0.010880528843993077,0.008521427068991826,0.008177304784031296,0.00928455296943942,0.009111694724701585,0.011990845781177751,0.009850012625389454,0.00985886359766492,0.009130022789286927,0.009470069877272587,0.0011953459924117678
42,idmn10b,0.007471916630499565,0.00832088899109187,0.008828676308314597,0.01001925204703624,0.010078240222065387,0.012039181500573481,0.00992784551693161,0.008069209829063048,0.01208662473365988,0.008174634170348615,0.011938878703460389,0.014262295312713641,0.010177275983018754,0.011305207940813902,0.007578274228272788,0.012067663325531256,0.007821324793134734,0.008581530464137862,0.006700253354713437,0.008218720385715975,0.0129529206645814,0.007321381423393294,0.007659003990164942,0.00988038624034237,0.008142978089659128,0.009946470745031572,0.00741924596240044,0.00842807179585142,0.00984722750566076,0.008866546246567386,0.009483759817587367,0.00841016363503661,0.008688040355905313,0.009360368167234612,0.00709407104514037,0.010822241349975286,0.006539913986143466,0.007798540674212531,0.009962498570733265,0.014183070978549027,0.006101362822696907,0.010020022653960927,0.00896408623011528,0.01322411222516477,0.009336023083179846,0.008461534376114221,0.009537260815120614,0.013362567308215445,0.012337991095116265,0.01008035178921803,0.009558002161683397,0.0020056519971704085
2,energy10b,0.008422138720643416,0.012066217704552632,0.01093093210037442,0.010130574062403743,0.00973701955417704,0.006814242069149016,0.011783799180019252,0.0076741925071466014,0.013317355948791623,0.009134681204597157,0.009621351755796656,0.011492390307028984,0.009139905403067692,0.009944358780885856,0.01271732161818326,0.008866989217513973,0.011972814569218459,0.015256606833309712,0.007029393492046743,0.00764501440256821,0.01145193878066165,0.007304450638460223,0.007314466983228267,0.007834748970838867,0.008142413537247092,0.016581812435029427,0.008346448894185874,0.008167978433366063,0.007465130876097496,0.008648787315005717,0.006681364485190736,0.013014720657758893,0.009208981730860244,0.006917961742826577,0.008946855483970208,0.010108911246406308,0.00960531950829543,0.009702003608588106,0.00770314185273953,0.010836502752995325,0.008427103733259677,0.00987661108265764,0.012761963161513002,0.010228949423480845,0.00903619021056782,0.009349660173301312,0.00725766624591496,0.008087682733856402,0.0070741460979128175,0.00980167108187255,0.00959165766619127,0.0021853964560682765
7,medianintensity10b,0.009863408879383338,0.011295545949566162,0.009307032011612487,0.009709210104726912,0.009968745281970013,0.008826365984094309,0.008413147876610393,0.01013905378554967,0.009654460173502735,0.010167650454085833,0.010505086371064775,0.00974657694508248,0.009997977114974955,0.007466686793354957,0.009904196144510345,0.009957710016209795,0.013159330577636871,0.009373391427891847,0.010942482654415674,0.0081475203290751,0.008915009353439874,0.010858801075878267,0.008821040736911832,0.00927109228484552,0.009441289546252875,0.010851120501037521,0.009724641803439375,0.00904872238192633,0.008919195527826326,0.009092598737038438,0.008228399518945835,0.009162963817511104,0.013449745019077758,0.00920100622952944,0.010029059156720158,0.010103716878389367,0.007453235556841041,0.00802681427564187,0.00916747282455838,0.010192685880058694,0.009670263003968194,0.009932136286902954,0.010290268505243574,0.009100765697297498,0.011458885806508626,0.009943905902119129,0.008138883574123701,0.011257443921913888,0.0077267923702571805,0.008582909250889796,0.009652128886008264,0.0012034876222450747
19,laa856perc10b,0.009109649327836488,0.010418513494605937,0.009188835985729896,0.010701034331014542,0.009575177473069992,0.010098423400940505,0.008323734488344482,0.009584056822968196,0.011601474746490594,0.011089483784678203,0.009074258261637616,0.0068435863332398025,0.011877197347348638,0.009021912683589596,0.009054340077856642,0.008830872916653451,0.011997269869370334,0.01013832538191746,0.010812164465710507,0.011361195830082979,0.010639891121700407,0.0071718843214598005,0.011242997805287121,0.006228358720342144,0.010585044639469418,0.007369833180041973,0.010140067208113496,0.011632050092792818,0.010128661244435615,0.008940871837207176,0.007458376571751841,0.009859766338015875,0.010422896263833612,0.00901034712742776,0.008453894634391203,0.0103709243608496,0.008393493310560819,0.009209126557804464,0.011684437803063935,0.011537089694397193,0.008982476515538382,0.01043607812242248,0.010506784715554001,0.009601721035710437,0.011393929906982344,0.009406363580055024,0.008386341132930552,0.01002771437216027,0.0077296544740196975,0.009127837224877443,0.009695608418725655,0.0013768045931909884
43,idn10b,0.007174864213560136,0.012727307846143576,0.00833028830733893,0.009468917396982038,0.009963367943682888,0.00811441699831063,0.0087365807259893,0.007889522277388702,0.012277114299443379,0.007814863505271304,0.0069727592203894925,0.01471308322478436,0.006962959541485537,0.009642265430208366,0.012958818552190972,0.00976721013485192,0.006425685333309193,0.013359628066808342,0.010311355802914915,0.009210165964578024,0.00790813722183704,0.009167793761660504,0.012413796013104479,0.008306065826792207,0.010022426634587796,0.009442672043773442,0.007231301226235365,0.012061789202270724,0.0073543690139130724,0.004525991573580731,0.008544681030617311,0.011004578476180842,0.008411924788853681,0.008708809207413093,0.015570021308573016,0.009615881219300576,0.012602068976392768,0.009444303645228245,0.010380312524967343,0.009614060592484019,0.006600930493651233,0.01301299989264685,0.010946011253124208,0.008492145209782793,0.010861113878784853,0.009266061962795375,0.009977954445198696,0.011208351716268796,0.011925324225299358,0.011895820866388412,0.009786777460346778,0.0022484013155833586
