,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.8157439446366781,0.7798442906574394,0.782871972318339,0.8979238754325259,0.8728373702422144,0.7456747404844292,0.8659320477502296,0.8797061524334251,0.8062442607897153,0.8438934802571167
1,0.8910034602076125,0.8451557093425605,0.7465397923875433,0.7932525951557093,0.7482698961937716,0.8494809688581315,0.9540863177226814,0.8778696051423325,0.8071625344352616,0.8503213957759412
2,0.7128027681660899,0.8356401384083045,0.9316608996539791,0.7759515570934256,0.893598615916955,0.8572664359861591,0.8705234159779615,0.9348025711662076,0.8007346189164372,0.7805325987144168
3,0.7975778546712803,0.8157439446366782,0.7474048442906573,0.8589965397923875,0.8192041522491349,0.898356401384083,0.7281910009182736,0.8466483011937557,0.9219467401285584,0.9109274563820018
4,0.777681660899654,0.8486159169550173,0.884083044982699,0.8434256055363321,0.7902249134948097,0.7984429065743944,0.8402203856749312,0.8686868686868687,0.797979797979798,0.9256198347107438
5,0.833910034602076,0.823961937716263,0.8321799307958477,0.8036332179930795,0.9230103806228374,0.8711072664359861,0.8640955004591369,0.797979797979798,0.8163452708907254,0.8787878787878788
6,0.8983564013840831,0.8365051903114187,0.8434256055363322,0.8581314878892733,0.8347750865051902,0.8741349480968857,0.7603305785123967,0.830119375573921,0.837465564738292,0.8778696051423325
7,0.8295847750865052,0.8416955017301038,0.7612456747404845,0.8529411764705882,0.8806228373702423,0.8996539792387545,0.8631772268135904,0.8677685950413223,0.8034894398530763,0.8053259871441691
8,0.9165224913494809,0.8538062283737025,0.8036332179930795,0.8728373702422145,0.809688581314879,0.773356401384083,0.8402203856749312,0.884297520661157,0.773186409550046,0.7998163452708906
9,0.8970588235294117,0.7742214532871973,0.8970588235294118,0.8416955017301038,0.8961937716262977,0.7906574394463668,0.7355371900826446,0.8337924701561065,0.8714416896235078,0.7722681359044996
