,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392,0.8068627450980392
1,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157,0.8127450980392157
2,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715,0.7950089126559715
3,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688,0.8070409982174688
4,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952,0.8216577540106952
5,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866,0.8101604278074866
6,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096,0.8066844919786096
7,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382,0.8116755793226382
8,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035,0.8006238859180035
9,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325,0.8032085561497325
