,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.8494293239683933,0.820237050043898,0.8378257963911784,0.8986411227444866,0.8638895076854534
1,0.8505267778753293,0.8292361720807726,0.8839385163733571,0.906883492982847,0.8612163065270662
2,0.8208955223880599,0.8566725197541704,0.9064379594564491,0.865003341501448,0.874805079082201
3,0.8094820017559263,0.8325285338015803,0.8531967030519046,0.8491869013143238,0.8050790822009357
4,0.8470149253731344,0.8669885864793679,0.845622633103141,0.8957451548229004,0.8665627088438405
5,0.8953028972783142,0.8158472344161546,0.877923813766986,0.8854978837157496,0.839385163733571
6,0.8518437225636523,0.8279192273924496,0.8603252394742705,0.8716863443974159,0.8730229449766095
7,0.859964881474978,0.8167251975417033,0.9166852305636,0.9046558253508576,0.8449543328135442
8,0.8933274802458296,0.8773046532045655,0.8750278458453998,0.8073067498329249,0.839385163733571
9,0.8858647936786654,0.7818261633011414,0.8552016039206951,0.8854978837157496,0.8572065047894853
