,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7739244951712028,0.7739244951712028,0.7739244951712028,0.7739244951712028,0.7739244951712028
1,0.8095697980684811,0.8095697980684811,0.8095697980684811,0.8095697980684811,0.8095697980684811
2,0.7884986830553117,0.7884986830553117,0.7884986830553117,0.7884986830553117,0.7884986830553117
3,0.7558823529411763,0.7558823529411763,0.7558823529411763,0.7558823529411763,0.7558823529411763
4,0.7648375768217736,0.7648375768217736,0.7648375768217736,0.7648375768217736,0.7648375768217736
5,0.7768217734855136,0.7768217734855136,0.7768217734855136,0.7768217734855136,0.7768217734855136
6,0.8065847234416154,0.8065847234416154,0.8065847234416154,0.8065847234416154,0.8065847234416154
7,0.7739244951712028,0.7739244951712028,0.7739244951712028,0.7739244951712028,0.7739244951712028
8,0.782396839332748,0.782396839332748,0.782396839332748,0.782396839332748,0.782396839332748
9,0.7709833187006145,0.7709833187006145,0.7709833187006145,0.7709833187006145,0.7709833187006145
