,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.8470149253731343,0.8110184372256365,0.8218979728224548,0.8599910893294721,0.8650033415014479
1,0.8222124670763828,0.8431738366988586,0.8668968589886389,0.8839385163733571,0.8531967030519046
2,0.8160667251975418,0.8375768217734856,0.9130095789708176,0.8484072176431277,0.8264646914680329
3,0.8334064969271291,0.8465759438103599,0.8856092670973491,0.8205613722432615,0.7875918912898195
4,0.8596356453028972,0.8158472344161546,0.8298061929160169,0.8503007351303186,0.8744709289374025
5,0.8805970149253731,0.8404302019315187,0.8798173312541768,0.8662285586990421,0.820004455335264
6,0.8702809482001755,0.8332967515364355,0.8495210514591224,0.8635553575406549,0.866451325462241
7,0.8444907813871818,0.8311018437225637,0.9154600133660058,0.877701047003787,0.8285809757184229
8,0.8244073748902546,0.8706101843722565,0.8831588327021609,0.8275785252840276,0.8398306972599688
9,0.8427348551360843,0.7948858647936787,0.847293383827133,0.8208955223880599,0.8402762307863667
