,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7679982440737488,0.7679982440737488,0.7679982440737488,0.7679982440737488,0.7679982440737488
1,0.797585601404741,0.797585601404741,0.797585601404741,0.797585601404741,0.797585601404741
2,0.764793678665496,0.764793678665496,0.764793678665496,0.764793678665496,0.764793678665496
3,0.7737928007023706,0.7737928007023706,0.7737928007023706,0.7737928007023706,0.7737928007023706
4,0.7559701492537313,0.7559701492537313,0.7559701492537313,0.7559701492537313,0.7559701492537313
5,0.8064091308165058,0.8064091308165058,0.8064091308165058,0.8064091308165058,0.8064091308165058
6,0.7529850746268657,0.7529850746268657,0.7529850746268657,0.7529850746268657,0.7529850746268657
7,0.7977611940298507,0.7977611940298507,0.7977611940298507,0.7977611940298507,0.7977611940298507
8,0.7826163301141352,0.7826163301141352,0.7826163301141352,0.7826163301141352,0.7826163301141352
9,0.7440737489025462,0.7440737489025462,0.7440737489025462,0.7440737489025462,0.7440737489025462
