,Feature Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,mean,std
0,voxelcount0i,-5.634629772180681,0.0,-0.0,-0.0,0.0,0.0,-0.045443683703088295,-4.816288792212271,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-5.262189127600536,-0.0,-0.07825789344931115,0.0,-0.0,0.0,-0.0,-0.0,-4.953315979394509,-0.0,-0.0,-5.526433825039742,-0.0,-0.0,0.0,0.0,-0.13354009826997298,0.0,0.0,0.0,-0.0,-5.457659217530912,-0.0,0.0,-0.0,-0.0,-0.26950315895386306,-0.0,-4.719263837409865,0.0,-0.0,-0.0,0.0,-0.07496557205027359,-5.683584570901384,0.0,-0.0,-0.33833468964060404,0.0,-0.10947177327439551,-0.0,-0.0,0.0,-0.0,-4.858207306758065,-0.3042902114417398,-0.5243818393437151,-0.0,-0.0,-0.0,-5.250795906163339,-0.0,-0.0,-0.0,-0.18584601112703739,-0.0,0.0,0.0,0.0,-0.0,-0.0,-4.884900447883928,-0.0,-5.113683405227876,-0.0,-0.08437839100854043,-0.0,-0.0,-0.042595677227749686,-0.0,-0.0,-5.322860455069594,-0.059303624601227664,-0.0,-0.005763105509050919,-0.0,-0.08550070630569248,-5.310981936000945,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.751363710152799,1.79998908551733
34,differenceentropy0i,-2.726686673414681,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.6889933801423025,0.0,-0.0,-0.11674709311663393,-0.0,-0.0,-0.0,-0.0,-2.8637426026955883,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.001319164607302274,-2.614698043731749,-0.0,-0.0,-3.1768855697447203,-0.0,-0.0,-0.0,-0.0,-0.08027932553483648,0.0,-0.0,0.0,-0.0,-3.600711084859586,0.0,0.0,-0.0,0.0,-0.09463700842329252,-0.0,-3.3881458601778958,-0.0,-0.0,-0.0,0.0,-0.0,-2.675173431243335,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-2.5735203164000873,-0.0,-0.4526493920095707,-0.0,-0.0,-0.0,-2.6560519662718187,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.887598014089925,-0.0,-3.028791210714564,-0.0,-0.12495271165781331,-0.0,0.0,-0.03942221487022858,-0.0,-0.0,-3.068975552229021,-0.0,-0.0,-0.0,-0.0,-0.0,-2.978121095077312,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.4283810171101227,1.044759602570685
54,hglre0i,-0.7971472780406581,0.0,-0.6263628368515125,0.0,-0.0,0.0,-1.3084491732844696,-1.0347171921752614,-0.0,0.0,-0.8246866233020734,0.0,-0.893804016558374,0.0,0.0,-0.8884481372915771,0.0,-1.488258259315877,0.0,0.0,0.0,0.0,-1.4789242617306053,-1.184670652894816,-0.85729643124523,0.0,-0.8328636903434984,0.0,0.0,0.0,0.0,-1.3164143088010416,0.0,0.0,0.0,0.0,-0.9539314391912381,0.0,0.0,-0.0,0.0,-1.1372387090169251,0.0,-1.1390099624065952,0.0,0.0,-0.9850657933694114,0.0,-1.5353469890729734,-1.085291209991788,0.0,0.0,-1.165069403435315,0.0,-1.4605608505552132,0.0,0.0,0.0,-0.6736486390918314,-1.2269730689537772,-1.2926445488725924,-1.0370000674114892,-0.7152414508929487,0.0,0.0,-1.2031843235335362,0.0,0.0,0.0,-1.503210811274129,-0.8409692637584669,0.0,0.0,0.0,-0.6444398342376244,-0.5451562775048855,-1.1874479565657063,0.0,-1.2459328545716113,-0.0,-1.1089820419187435,0.0,0.0,-0.9217905925482656,0.0,0.0,-1.2316202763584194,-0.6980710969493108,0.0,-0.6059546291787019,-0.6488307195710993,-1.307320542688233,-1.1482979650678327,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4278027417982366,0.542653505954415
44,sumaverage0i,-2.0167060144586437,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.686680662536802,-0.0,-0.0,-0.0,-0.0,-0.03344385679142522,-0.0,-0.0,-3.939335889381369,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-3.2399308874205737,-0.0,-0.0,-3.513279357447137,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-2.518929952203948,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.905796063368725,-0.0,-0.0,-0.0,-0.0,-0.06765479542946119,-3.588716114902962,0.0,-0.0,-0.028637379217846034,-0.0,-0.0709729789643955,-0.0,-0.0,-0.0,-0.0,-3.244245168946186,-0.01224406966378982,-0.0,-0.0,-0.0,-0.0,-2.4500653782035324,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.42040045460343,-0.0,-2.8826468655189146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.3360200729846277,-0.0,-0.0,-0.0,-0.0,-0.0,-2.6714247187976654,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.41627130680841434,1.0438225457233121
20,volumemm30i,-1.0694230207338506,-0.0,-0.4552640195352986,-0.0,-0.24408624156892705,0.0,-0.7977142550079108,-0.9123467149831199,-0.19329157346935133,0.0,-0.38371411605959976,-0.0,-0.6759699211097899,-0.0,0.0,-0.864271008045226,-0.0,-0.6532302325121909,0.0,0.0,0.0,-0.0,-0.692760546723464,-1.0275171744209426,-0.6335012005132121,0.0,-0.9359029531730014,-0.0,-0.0,0.0,0.0,-0.6677190118560699,0.0,0.0,-0.11551891980380742,-0.016769074420135165,-0.9739808252147941,-0.0,-0.0,-0.11569152231983681,-0.06016488869893839,-0.8582495551007739,-0.0,-0.8251835330860277,-0.0,-0.0,-0.5444845812733888,-0.0,-0.7154807607868261,-1.0733324815131573,0.0,-0.0,-0.7468475273923524,0.0,-0.7383759039112245,-0.0,-0.0,-0.0,-0.5245386908101561,-0.9830721931034624,-0.7216635620494792,-0.855598433930153,-0.49827477918617014,0.0,0.0,-1.0186978559332571,0.0,-0.0,-0.0,-0.6323860151795173,-0.5092246072119699,-0.0,0.0,0.0,-0.5765257293638311,-0.44417481640248135,-0.9758084276618703,0.0,-1.0552759120390935,-0.31810362026907446,-0.7579573942738411,0.0,-0.0,-0.652844865239533,0.0,0.0,-1.0677844537756054,-0.46293946542361003,0.0,-0.4418928286751961,-0.520458633034992,-0.5354942668646847,-1.0168750733426788,-0.29182421787512575,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.31852207404879,0.382510245743759
16,uniformity0i,-1.9939344140576418,0.0,0.0,-0.0,0.0,-0.0,0.0,-1.4111838740384766,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-2.392940487644297,-0.0,0.07004696549262629,0.0,-0.0,0.0,0.0,0.0,-2.4383939607378533,0.0,0.0,-1.4894111892299344,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-1.5297647266559455,0.0,0.0,0.0,0.0,0.0,0.0,-1.7532830675166462,0.0,-0.0,0.0,0.0,0.0,-2.744450019740823,0.0,0.0,0.007937165944570466,0.0,0.0,-0.0,-0.0,0.0,0.0,-2.0877243962921734,0.0,0.17983631722733934,0.0,-0.0,-0.0,-1.791763458257202,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-1.7204712791234535,0.0,-2.7090751527958346,0.0,0.011919905364327054,-0.0,0.0,0.0,-0.0,-0.0,-2.2481902459167267,0.0,-0.0,0.0,0.0,0.0,-2.105033546601026,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.28145879464579165,0.7229997856999959
31,clustershade0i,-2.1884884508716334,-0.0,-0.0,-9.019245078754896e-05,-0.0,-0.0,0.0,-1.5999768867135395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.189726958500976,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.007084489191909715,-4.206480556040425,-0.0,-0.0,-0.9257405601149648,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.03613667460077832,-1.3447989519659944,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.9158979915590004,-0.0,-0.0,-0.049557951466861594,-0.0,0.0,-1.6124819137792266,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1495479640457658,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9357914431148076,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01555621463492745,-0.0,-3.0279660883295185,-0.0,-2.047460683923455,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.4615953690781802,-0.015076128787370364,-0.0,-0.0,-0.0,-0.0,-1.8234995106607685,-0.001570329198295518,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.25540356330645364,0.7066526989308746
42,inversevariance0i,-1.5275539456517269,0.0,-0.0,-0.0,-0.028384129929228095,-0.0,-0.15909187968168292,-1.1218021866996313,0.0,-0.0,-0.0,0.0,-0.045001178689067396,-0.0,-0.0,-1.7732328393885748,-0.0,-0.06214416589712366,0.0,-0.0,0.0,0.0,-0.15673457811558925,-0.9587258319661682,-0.0,-0.0,-1.3956466851972043,-0.0,-0.0,-0.0,0.0,-0.04507610639882995,0.0,-0.0,-0.0,-0.0,-1.5393817823783045,0.0,0.0,0.0,0.0,-0.08942678232929376,-0.0,-1.6240729775150182,0.0,-0.0,-0.07495018964596162,0.0,-0.0670027355967649,-1.0823996139783176,0.0,0.0,-0.0,0.0,-0.07193866788160505,-0.0,-0.0,0.0,-0.02622299640644769,-1.3946206431360626,-0.0953646995780151,-0.0,-0.0566293238097024,-0.0,-0.0,-1.2004694316217943,-0.0,0.0,-0.0,-0.08956218236157744,0.0,0.0,0.0,-0.0,-0.0573642813406172,-0.09102062943799254,-1.3362227154024882,-0.0,-1.2420621787582256,-0.0,-0.0805072177400635,-0.0,0.0,-0.08934276076892486,-0.0,-0.0,-1.499223751716945,-0.0,-0.0,-0.0,-0.08206602411485987,-0.11482192586146468,-1.599633140202982,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.20877700179198252,0.48055139692283166
38,homogeneity10i,-1.881536878563662,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.39399950983088877,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-2.149302038965657,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-2.385045657722855,-0.0,-0.0,-0.5030665389026722,-0.0,0.0,-0.0,0.0,-0.10845367372849292,0.0,0.0,0.0,-0.0,-0.47528589759025036,0.0,0.0,0.0,0.0,-0.019971914504986473,-0.0,-0.5452559668072301,0.0,-0.0,-0.0,0.0,-0.0,-2.444200460831026,0.0,0.0,-0.13444118500233976,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.8431277803896234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.9798552116937091,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1.8964484258358199,-0.0,-1.7362809149742318,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.9500236710727816,-0.0,-0.0,-0.0,-0.0,-0.0,-1.3657308748809838,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.1981202660129721,0.5550567960004821
7,medianintensity0i,-0.43872631043660126,0.0,-0.15879321465181262,0.0,-0.0,0.0,-0.21132280665693232,-0.4192912371839282,-0.0,0.0,-0.2604504214623001,0.0,-0.1578937512002869,0.0,0.004885735576126658,-0.35829065763229895,0.0,-0.17905133444291013,0.0,0.0,0.0,0.0,-0.39077591745222184,-0.36693903232019753,-0.22104574179022765,0.0,-0.2497641755995746,0.0,0.0,0.0,0.0,-0.3641764659400536,0.0,0.0,0.0,0.0,-0.4851487942354672,0.0,0.0,0.0,0.0,-0.34416649881900596,0.0,-0.2878804457339158,0.0,0.0,-0.13543128468425478,0.0,-0.33354153401537595,-0.3586992160524564,0.0,0.0,-0.16389004427379084,0.0,-0.20301443713514392,0.0,0.0,0.0,-0.14045502262701962,-0.431253668959535,-0.2990587052029249,-0.3727198967743936,-0.13241137058420926,0.019104695115021338,0.0,-0.37503071066441873,0.0,0.0,0.024368021103885685,-0.31924578951000954,-0.307375823687831,0.0,0.01079640722465456,0.0,-0.031262318666126256,-0.1643819814713636,-0.4578464967059352,0.0,-0.28304974806511973,-0.06588828241108335,-0.29790809222247927,0.03761553999146269,0.0,-0.12059638062468007,0.0,0.0,-0.4877878752450305,-0.018121262929839236,0.0,-0.1089897653902575,-0.025097610255694007,-0.34768232601583976,-0.3277637174250754,-0.0027462381939936113,0.0,0.0,0.0,0.0,0.0,0.0,-0.11108196006340465,0.1564385691274045
