,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388,0.7592691622103388
1,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386,0.7767379679144386
2,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772,0.7860071301247772
3,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483,0.759536541889483
4,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596,0.7654188948306596
5,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656
6,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794,0.7763814616755794
7,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382,0.7616755793226382
8,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312,0.779590017825312
9,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325,0.7706773618538325
