,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.8819139596136962,0.8915715539947322,0.9079973267988415,0.8888393851637335,0.9282691022499443
1,0.8994732221246707,0.9001316944688323,0.8837157496101581,0.8912898195589218,0.8861661840053463
2,0.8748902546093064,0.8843283582089553,0.8837157496101582,0.8846068166629539,0.9137892626420139
3,0.9040825285338014,0.8724758560140474,0.9160169302740032,0.8830474493205613,0.9209177990643795
4,0.8746707638279192,0.9170324846356452,0.8868344842949432,0.8752506126085988,0.906883492982847
5,0.8869622475856014,0.8446005267778752,0.9532189797282246,0.897081755402094,0.8805970149253731
6,0.8801580333625988,0.909350307287094,0.8685676097126308,0.8879483181109379,0.906883492982847
7,0.8608428446005268,0.8856453028972783,0.8625529071062598,0.9051013588772555,0.9238137669859657
8,0.8950834064969271,0.9165935030728709,0.8752506126085988,0.897304522165293,0.8964134551124973
9,0.8303336259877084,0.9115452151009656,0.9456449097794608,0.9211405658275784,0.8707952773446201
