,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.8213784021071115,0.8213784021071115,0.8213784021071115,0.8213784021071115,0.8213784021071115
1,0.8244073748902545,0.8244073748902545,0.8244073748902545,0.8244073748902545,0.8244073748902545
2,0.8365232660228271,0.8365232660228271,0.8365232660228271,0.8365232660228271,0.8365232660228271
3,0.8273924495171203,0.8273924495171203,0.8273924495171203,0.8273924495171203,0.8273924495171203
4,0.8303775241439858,0.8303775241439858,0.8303775241439858,0.8303775241439858,0.8303775241439858
5,0.8574187884108866,0.8574187884108866,0.8574187884108866,0.8574187884108866,0.8574187884108866
6,0.8125548726953469,0.8125548726953469,0.8125548726953469,0.8125548726953469,0.8125548726953469
7,0.8155838454784898,0.8155838454784898,0.8155838454784898,0.8155838454784898,0.8155838454784898
8,0.8334942932396838,0.8334942932396838,0.8334942932396838,0.8334942932396838,0.8334942932396838
9,0.8391571553994732,0.8391571553994732,0.8391571553994732,0.8391571553994732,0.8391571553994732
