,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.7827480245829674,0.7827480245829674,0.7827480245829674,0.7827480245829674,0.7827480245829674
1,0.7827041264266901,0.7827041264266901,0.7827041264266901,0.7827041264266901,0.7827041264266901
2,0.7857769973661106,0.7857769973661106,0.7857769973661106,0.7857769973661106,0.7857769973661106
3,0.767910447761194,0.767910447761194,0.767910447761194,0.767910447761194,0.767910447761194
4,0.7800702370500441,0.7800702370500441,0.7800702370500441,0.7800702370500441,0.7800702370500441
5,0.7856892010535558,0.7856892010535558,0.7856892010535558,0.7856892010535558,0.7856892010535558
6,0.8035118525021948,0.8035118525021948,0.8035118525021948,0.8035118525021948,0.8035118525021948
7,0.8036874451273046,0.8036874451273046,0.8036874451273046,0.8036874451273046,0.8036874451273046
8,0.7827919227392449,0.7827919227392449,0.7827919227392449,0.7827919227392449,0.7827919227392449
9,0.7976733977172958,0.7976733977172958,0.7976733977172958,0.7976733977172958,0.7976733977172958
