,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.6787093942054434,0.6787093942054434,0.6787093942054434,0.6787093942054434,0.6787093942054434
1,0.6515364354697104,0.6515364354697104,0.6515364354697104,0.6515364354697104,0.6515364354697104
2,0.6398156277436347,0.6398156277436347,0.6398156277436347,0.6398156277436347,0.6398156277436347
3,0.6993415276558385,0.6993415276558385,0.6993415276558385,0.6993415276558385,0.6993415276558385
4,0.6786654960491659,0.6786654960491659,0.6786654960491659,0.6786654960491659,0.6786654960491659
5,0.6754609306409132,0.6754609306409132,0.6754609306409132,0.6754609306409132,0.6754609306409132
6,0.6816505706760316,0.6816505706760316,0.6816505706760316,0.6816505706760316,0.6816505706760316
7,0.690342405618964,0.690342405618964,0.690342405618964,0.690342405618964,0.690342405618964
8,0.6726953467954345,0.6726953467954345,0.6726953467954345,0.6726953467954345,0.6726953467954345
9,0.6759438103599649,0.6759438103599649,0.6759438103599649,0.6759438103599649,0.6759438103599649
