,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064,0.7711229946524064
1,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656,0.7714795008912656
2,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707,0.7823529411764707
3,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687,0.7745098039215687
4,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095,0.7741532976827095
5,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439,0.7526737967914439
6,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524,0.7641711229946524
7,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651,0.7738859180035651
8,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174,0.7555258467023174
9,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264,0.7646167557932264
