,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748,0.8305704099821748
1,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716,0.8275401069518716
2,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156,0.8302139037433156
3,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628,0.8335115864527628
4,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763,0.833511586452763
5,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889,0.8330659536541889
6,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868,0.826916221033868
7,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181,0.8181818181818181
8,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624,0.8359180035650624
9,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211,0.8212121212121211
