,Reps1,Reps2,Reps3,Reps4,Reps5,Reps6,Reps7,Reps8,Reps9,Reps10
0,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366,0.8514260249554366
1,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335,0.8658645276292335
2,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395,0.8719251336898395
3,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627,0.8509803921568627
4,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401,0.845187165775401
5,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864,0.8776292335115864
6,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303,0.8628342245989303
7,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392,0.8568627450980392
8,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427,0.8574866310160427
9,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248,0.8718360071301248
