,Feature Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,mean,std
21,laa950perc0i,0.0003370140972417474,0.0006109419148030687,0.00032044229651263995,0.0003854465699329904,0.000406702302194718,0.0001574585053425561,0.001011044802176803,0.0006055736418761072,0.00018284135733883676,0.00023555377072862645,0.00048673705831025067,0.000115273336800063,0.00046768467490983934,0.0003680289386187323,0.0004370942396077922,0.00023861478452828218,0.0005033666419828596,0.0003476417715618162,0.00026820352700725186,0.0006097667908669712,0.0,0.00039502863465612557,0.0006976367915052159,0.0004060326132180648,0.0003498110750506623,0.00035851251693558794,0.000490987025888736,9.004107767889867e-05,0.0005536858974769207,0.0002690901289823668,0.0002238117119604809,0.0007170031968933862,0.0005611833155155308,0.0004945097560256989,0.0006534484932411802,0.001094552388858186,0.00018195092734256282,0.00022542281500509471,0.00047136749335272785,0.00045371635194329054,0.0011536826398888627,0.00045892196504643344,0.00048608670190855666,0.0005702562374583409,0.0010018718364558712,0.0005395194747080455,0.00029895289506573735,0.0007893073630805506,0.0004990732293369022,0.0005249099357116535,0.0005610029235715452,0.0007643924655141578,0.0007423384488644587,0.0005668902760995378,0.0004713604199288135,0.00018793123274602676,0.00038010491088450837,0.000487157358556192,0.00077183007783205,0.00028941719397508224,0.0003631797009850603,0.00035879283171241013,0.001446453027394938,0.00043161609188939655,0.0006531252033288188,5.882352941176499e-05,0.0004963160904488511,0.0007277843821936542,0.000443352819552396,0.00011648893729167753,0.00013868338853606602,0.00041882407657828325,0.0004052324527362621,0.00040831273587826634,0.0008306874125052697,0.00040125864984576307,0.0003935310223788707,0.0001244753853216915,3.2146071750032104e-05,0.00024937396668301017,0.00022550557121375124,0.00028686368855027517,0.00026678476996551593,0.00034927729185095085,0.00045538102321873985,0.00028547417376537896,0.0005732513970394351,0.000636203021444019,0.0006771322452674288,0.00017405537233370797,0.0008998758426600192,0.0008282489957714817,0.0006791770897065634,0.00018355773616706385,0.00039736433407188456,0.00023620376358076414,0.0004145740049485611,0.000590649722916349,0.00050049143941643,0.0010102726854343614,0.0004649703276625116,0.0002555066413569267
22,laa910perc0i,0.0011841080982850991,0.0012406203071536307,0.00048439799751025773,0.00232605735021199,0.0018866062271346922,0.001460264260192842,0.0011617577371254434,0.0021923429188215895,0.0015340699240511252,0.0008710520061387844,0.0012991837333362127,0.0007083814319072308,0.0011616425595941627,0.000759258176755026,0.0007272107379874142,0.002687389037193124,0.0024628556517310536,0.002158834957837649,0.0011128216258139822,0.0019295890833388274,0.0014618413729991656,0.0018016286993338517,0.0031777387475661113,0.0021672840683903388,0.0016187457414992986,0.0009715429667516879,0.00127664248025749,0.0017443590238481333,0.002535612339368774,0.0026146895326695867,0.001661725693870329,0.0012710860739479802,0.0032807106023988756,0.0005598126742223433,0.000970518088022183,0.003019943956686999,0.0011331906575994075,0.0011502304110623924,0.0014132035429537733,0.000632737418294662,0.0017706567952843854,0.0010953881353499193,0.0008886632547875234,0.0013614037775005598,0.0003271293843658945,0.000925885610763272,0.001716059371852801,0.002069040716961942,0.0013140361768003554,0.001957263072956071,0.0011506635300270321,0.0013142288331132311,0.0016890950355485266,0.0007111386945469602,0.0026456001101877835,0.0009074417893871631,0.0017186395956105046,0.0016191379712414164,0.0013063831945635273,0.002043355434940941,0.001333021648558463,0.0012571887820356298,0.0017305135824669722,0.0011109055869749393,0.0013655328223269119,0.00022100081635039508,0.0019274014442670264,0.0007927700352044686,0.002077518130283901,0.0013316377390869742,0.0017556339849692645,0.0007335879938512964,0.0015043012268520781,0.0021876215521471694,0.002777764170062048,0.0022973220782907637,0.0018619249118215478,0.0018665761173664078,0.0010376563691627736,0.0016084615253436488,0.0005329932659992282,0.002313787510491417,0.0013071686870234406,0.0023792214349778905,0.0030627697465636923,0.002029655857089573,0.002639172373136085,0.0017124610908005574,0.0013091048266580638,0.0018940426654336876,0.002216380419470714,0.0009831033655063903,0.001655611384546063,0.0013189079666810885,0.000646277266203597,0.001096202817495936,0.0011214115001726066,0.0015189434247174444,0.001492638341252805,0.0012500824237310973,0.0015560117528502738,0.0006545997515376867
47,maximumprobability0i,0.0014144183500292432,0.001981636715318541,0.0020511797347311164,0.0021396297409814313,0.002213173422848849,0.0036166079119528418,0.0027806346215039175,0.002147997461663772,0.001957665308961073,0.0017643208552481967,0.002291811444387599,0.0020331405053209714,0.00236085005877354,0.00183660299819078,0.0021434686153317794,0.0018780560698193672,0.0021356469365803625,0.0020063865452986836,0.001817225175247582,0.0013845379588990478,0.0015585882651439776,0.001921561842014688,0.0027205196600164393,0.00138638544612776,0.0017646668394886,0.0015521021557437249,0.0017482097658267843,0.0014334107984451411,0.0020486478833067843,0.0021634981677675115,0.0016592807971993312,0.0021012282663410153,0.0013424106780464673,0.002530407340140712,0.0016969703426820105,0.0014535153516203267,0.0018159146266042195,0.0020020674760190334,0.0023208737261294714,0.0021668361505406903,0.0023249979604879857,0.001455965151191773,0.002585879224335712,0.0019915841424627692,0.001155015482386535,0.001733405130862801,0.0020000752670851015,0.001337745854726627,0.0020675140187073784,0.0016161303501502642,0.0014050677566814784,0.002142012458826938,0.0015984892151782776,0.002729987609967499,0.00172211935892935,0.00150768748590115,0.002762563832185831,0.0019123829795782918,0.001719854869627635,0.0022460354946273278,0.0022399165002114406,0.004630550258626444,0.0017562248449720507,0.001992950291610357,0.0021368943486908226,0.0015055599231731092,0.0017470659198101043,0.00140736722635804,0.0017097914304092408,0.0018290074529193603,0.0030895972830013285,0.002118377176821733,0.0011434924473473862,0.002637877526964504,0.00237442797270766,0.001461987303923107,0.0023055738120263064,0.0026438802481901086,0.002176510916572107,0.002228785013148424,0.0014657454971088975,0.0013866989842125869,0.0016763283052528962,0.0014249739909548132,0.0013981642872192646,0.0013670532176470998,0.0020211985834284922,0.0013181858214278597,0.0019363083117396966,0.0026308416117753475,0.001851424835190581,0.0016778136591218068,0.0019189224684535333,0.0023677338609158945,0.001631561071583244,0.002262800644868504,0.0017650609465936086,0.0015789645503605754,0.0020548631561399006,0.0012168361277736927,0.0019544391748344604,0.000518193372801912
7,entropy0i,0.003903577029122809,0.0020433720654574826,0.0017146520641294323,0.002413767429186422,0.0032011159025571024,0.0025513941796792387,0.0032539312285514766,0.0023933494096845115,0.0037134074381839294,0.004958537516776011,0.0020848778118710562,0.005301779092574848,0.005013978393278501,0.0027678401449371683,0.0036269177669145496,0.002558898492736018,0.0019881580182714116,0.0015950736873772795,0.004592070863564288,0.0033001024209752604,0.0038035458527963793,0.0011614528221021807,0.0027019821702845832,0.003991875831318339,0.002549769310951925,0.004416272461191044,0.002695950923520665,0.003853151258399932,0.00357744944124762,0.002020992401281568,0.004226256897468748,0.002872417623064576,0.0031612965493161634,0.004055685447223209,0.002601104690917581,0.0035744876655904208,0.002994268541166209,0.0023129193849648396,0.00228740251662162,0.0024278249357806165,0.00189371020994347,0.0036432904344532763,0.0026557072539066086,0.003634098145652385,0.002189796229888587,0.002228522468382573,0.0021327180844818387,0.0016683190389520416,0.0020534226284615715,0.0032018898354154515,0.0013092978141813344,0.002860279270153725,0.004296882552125086,0.004419470022338141,0.004290997805709938,0.0019949967051043015,0.0029616791695252385,0.003859584803464763,0.0025644509626970608,0.0022034316235933116,0.004165642679472194,0.0030483640948118845,0.001994109155275613,0.002757389926752776,0.002478168722207231,0.0016016902257272897,0.0029005461277900706,0.006115917787322247,0.0025478431861158703,0.004185947629495357,0.00510634952111813,0.002150814772595377,0.002943665101998763,0.0075345607169464346,0.0013411217625190171,0.002557081844732725,0.0034061296358437426,0.0019007300115058993,0.004675675894176974,0.0013447627145915073,0.0022332556707814204,0.002325472721147351,0.0038943931958147966,0.002073555244076373,0.004664507738069317,0.001658254214474486,0.0015428505746387549,0.0027079015885371864,0.00259336571106535,0.0034093639482324855,0.0017419407278201973,0.0040846043659744005,0.0026761268979033363,0.004999566939093445,0.0021722709305669217,0.004943936481077036,0.0022462862927448237,0.0028810747466090016,0.001473480347359247,0.0027994959068359053,0.003022036684932886,0.0011506168696296915
43,homogeneity20i,0.004446307079022906,0.0035104185237952636,0.004147102932530877,0.003740501819938672,0.0029057788602329156,0.0023784510233090523,0.0033990707398669474,0.0024717274026140553,0.0024267848383921226,0.0023630315142582716,0.0028196422520255448,0.002526549034774634,0.0032622846378835683,0.0038061410768776534,0.0025867146383689484,0.0021085460653753356,0.0029152362718493693,0.0022813828411348933,0.002361814065857649,0.004795303387135071,0.002468306319960203,0.004321018989173271,0.0026787160920296884,0.0030313157626887825,0.002931891757822665,0.0017862053804129374,0.002702582813090208,0.0031938358880261985,0.003077551558238789,0.0033147137176941753,0.002642405422626621,0.0031103445228156364,0.0024376671377774237,0.0029992685261242386,0.0032846088247668746,0.004475994799651113,0.0032159039289363796,0.0029305212502002743,0.0029382076071382108,0.001997487505660151,0.0023492905179560604,0.0023596998619167214,0.002859391377032182,0.003199589124062667,0.004841652358417971,0.0027781177546986886,0.002725302833762186,0.002766560101865825,0.004241041980465875,0.0030687096678351316,0.0028534158760321654,0.0030675269138481388,0.0021797692600946834,0.00408098691462561,0.004459605269403577,0.003136534523715846,0.003590198958623046,0.003225075247756278,0.0035359854347051683,0.002764148007340685,0.0033620149169693364,0.0025009632018086897,0.0025510576054235583,0.0028794543947631363,0.003387266596445482,0.002548762377406473,0.0029058867028673866,0.003633415128438501,0.0034971094139054225,0.0025233101944742444,0.0036089314812161317,0.0026050602902695317,0.0031929863272885084,0.0026949968906849753,0.002162426399380479,0.003030580456256109,0.0032767665818701813,0.0033112412337633294,0.003060346040006101,0.002823623338065517,0.003204535728592631,0.0041780733650028405,0.0022002936799255155,0.0029823253690379513,0.002683727507838451,0.002187751453132971,0.00369504945143582,0.0037428916223151924,0.0033723596436684234,0.004127702947294975,0.0031216295922186902,0.0032990708952196812,0.0034793430846496347,0.0035411415699663014,0.0037532056437258616,0.002820687042681941,0.0025682885240260037,0.002366572828211048,0.0037670614664635864,0.0023647221163943214,0.003078865718973411,0.0006412794393936476
42,homogeneity10i,0.003320862658595668,0.0027013720794506466,0.0025870637484310933,0.002908685914680659,0.0029364425158447545,0.003826783470230501,0.0024967841924338273,0.003012591908023492,0.0033857050175698173,0.003270176364949221,0.003723995467274034,0.003323169454619636,0.0029742507980699837,0.003062665060785779,0.0031003359135431587,0.0028129253349463345,0.002849603193560472,0.0031165954823928602,0.0024608849614509726,0.002860604474120745,0.0038092708430112945,0.0019246084250196622,0.0017229524825924012,0.0038518666865987356,0.003225265516005843,0.0028639599684044015,0.003380381525723629,0.004036419978591082,0.0038627270670529485,0.0025306031305195615,0.002002328754338127,0.002941893419842131,0.002018276570573868,0.002272728097042705,0.002538718494201896,0.0013519683569430745,0.003142732499712438,0.0025447941766897257,0.002752474917491561,0.0030471304228449174,0.0025089317051391518,0.003913494308620693,0.002765570189298418,0.0028800399456815253,0.0023427807796142746,0.0032277162908722163,0.002836467713194689,0.002195878245243289,0.0045425462332177565,0.003393912042061173,0.002982794487347749,0.0023978455327073036,0.004130617436855511,0.0021665676054908873,0.0032544399338528683,0.004198171894082338,0.0031978653020172556,0.002907441857431125,0.003483587694364128,0.006310307594777441,0.0029598463841264203,0.003745966051257105,0.0022725843687327442,0.0013874471814118397,0.002560184891766743,0.0029713813802155816,0.002821672623977072,0.0025280186415703974,0.00382007224060483,0.003088922873842961,0.006170263783684964,0.003594474571434351,0.0030044974055175367,0.009291757898906476,0.0026485109756589644,0.00430611825886952,0.0033617603141257407,0.001428961780932201,0.003556677520333185,0.00228875414327725,0.003200016350346237,0.0026252081166102128,0.002528706762090245,0.0036229217402619384,0.0031995618975707322,0.0036799011693186144,0.004402414487342675,0.0030142749088469638,0.00292519499974503,0.003659978169654323,0.0033416106235990705,0.0034312028125384085,0.0026093725549567394,0.00289153905686948,0.0024463945872219696,0.0028892730060252436,0.0032416269392425722,0.005335718752508417,0.002741541206535135,0.0027641712805972374,0.003145480788481706,0.0010132156926032224
46,inversevariance0i,0.0039225986723638116,0.00302834770850017,0.006223547093910674,0.0034136968846132302,0.002842606130188062,0.0023701637311402536,0.0025394429867709066,0.004002581217606206,0.0030721593479618526,0.004142555617503762,0.0027588189757918585,0.0028876657265102523,0.0028668087510799363,0.0029237171251667643,0.0033091781343493336,0.003200950813382436,0.0035959686361042905,0.0028773682985932685,0.004477215827712375,0.0025401814069704863,0.004004740498408959,0.004830272791144734,0.0029303061118509666,0.002558824768238748,0.002968959899630781,0.0026740565869180295,0.0033760936218473355,0.005657222702453225,0.0037212714144064774,0.0033139360959983455,0.0024169097141267465,0.0025223144606359676,0.0019323416227036067,0.003906824296419375,0.003071312191485257,0.00257277452395417,0.0030661551603801997,0.004068652972152035,0.0026270158696179175,0.0028050392565675975,0.003346978888731874,0.0023249276180385904,0.003561436185202928,0.002791420457762511,0.0035878381463259773,0.0039076172988548145,0.002913263190347364,0.0028243328944583656,0.003232960755247672,0.0033382937314355315,0.0023382434570120994,0.003460947370475315,0.0029984570375107982,0.0032495410472981605,0.002863955038711073,0.004436090537106161,0.004294284666521072,0.0031952308025513486,0.005279634317429401,0.0027430168745067123,0.003236246365075356,0.003116857377234036,0.005135931056273255,0.0037536295014877737,0.0032922785209879026,0.002553776903209545,0.0031904955125619822,0.0016514136933235822,0.002505750449042415,0.0023398236992704315,0.0038065070420956293,0.003220532824865018,0.0033348067506480334,0.0016574963632720048,0.003932792644665805,0.0038488469040675504,0.0023342164410962607,0.0033621054103770242,0.003731210532259787,0.0032488905892676194,0.003079700805287342,0.002985512154860087,0.0026557360200072464,0.004105126570445612,0.002733777600978094,0.004041174573927119,0.002591459588441972,0.0027842141461928626,0.003027184637316527,0.002696690599232744,0.0036019550062277293,0.003377108149875223,0.002959936632717379,0.003753856916303675,0.0030561190481035398,0.0019718268293468415,0.0036697245886510048,0.0031897510188567835,0.002730795430545328,0.002900906560064696,0.0032387523341915105,0.0007692248312439318
20,uniformity0i,0.004677414179065879,0.0038601041344191516,0.0017934851676276384,0.0034653534132263277,0.004189079399728948,0.0018998274391309339,0.003884975156858447,0.0027645851709373584,0.00263039027565832,0.002376965065191771,0.004191320251857142,0.0076698502440108104,0.003938374034698027,0.004825006376670172,0.002439057970599561,0.0027945627965857344,0.002989634431377397,0.0016145703847103782,0.0026294469410756715,0.0023995581765341775,0.0033003833356167363,0.002222256187042535,0.004360745270213535,0.003973121678787534,0.003919537598734762,0.003444321404345223,0.003138801065134242,0.002073825350288488,0.0031728121855716706,0.0038037636442903614,0.0018884106741822075,0.004131578142587805,0.004481665533508073,0.0037412848156463093,0.0027154422197261554,0.0023963262151376393,0.0034640979049974357,0.0024923485847217607,0.0032032626446990282,0.004594354867974343,0.00248449208525432,0.00455463028750388,0.0035323120241592017,0.0035267132965132618,0.004665327429913185,0.002968572801926709,0.0025480576643824495,0.003110149782590407,0.0026091743871290546,0.0029338433680847122,0.002078910316690084,0.0023887810690485616,0.0023462680112286203,0.0024119893202850435,0.004504918569772003,0.005012657854738001,0.0034549328218643344,0.002815706684369133,0.003550111809306591,0.007411082499894627,0.003195751911973911,0.003470754132287464,0.005398008354205537,0.0025988607525830676,0.002485400474806318,0.002457467212442723,0.002819751854357605,0.0020750784222168146,0.0021625559277534093,0.0024055632464837383,0.0041909981507116415,0.005011858561499732,0.0043802284347846665,0.002923362484047381,0.001496843576694678,0.006974458828200869,0.002370179367408381,0.0034597788305839373,0.002947624511265468,0.0048342855586928106,0.0015116454558428097,0.0020454477647668043,0.001995609108386841,0.003434907096392397,0.0023916070347736853,0.0022932010898267393,0.004782069741796791,0.0018800292551439334,0.002503195846525446,0.0026002505691694877,0.0016594160873164058,0.0025091301320402325,0.003378949411385118,0.0041295313552063275,0.0041449132834773545,0.004259628193339066,0.0030951521595493415,0.0027513111170252456,0.0023877716972344563,0.003109784041737927,0.003269828934517605,0.0011688673261672417
72,entropy10b,0.0035249686367313533,0.0038629776121575127,0.003043025775403852,0.0031534245920090036,0.0031528274452749445,0.002755323302232465,0.002326034036924965,0.003321765408695091,0.0037845484655145345,0.004580346409104361,0.0018559532273397946,0.0029855361197226138,0.0031462228306265556,0.003728127334446845,0.0023234114080494537,0.003237398879172997,0.002545708126330733,0.003801571602259932,0.0025766954948736025,0.0034903028066057473,0.0036030480605152675,0.002680627931094436,0.003384233659607809,0.0032869211298691826,0.0032241968687530148,0.0023711483230123417,0.005683342994689851,0.002883340665490734,0.004492843580999337,0.003938304495407789,0.0029264685272519346,0.0030238336035189562,0.002837762685640019,0.0019173498157204088,0.003289865389319023,0.003558198625396949,0.0034631344815248283,0.0022453054565946275,0.003724325748983007,0.0037291304186964276,0.005254100505953056,0.003061587694049979,0.0033166950979965693,0.003620779621776303,0.0035393387710068013,0.00403198425528156,0.0037264975188519758,0.0021725624220042734,0.003069394354787683,0.003474155232055133,0.0038775059963655893,0.0033889188005014927,0.003257194991383149,0.0037041965883263532,0.0024172808022084797,0.003590391988869131,0.0034256702896315943,0.003048104265898402,0.0026399527353118913,0.003456054260217231,0.0030823383733483115,0.002162672287056206,0.0027996639338471567,0.0028761832154762966,0.003334328233445687,0.004454513370046886,0.0037810103797518983,0.0029405670973222365,0.00313785097845077,0.00365262422759376,0.004734461379453392,0.003022032260632121,0.0036124629590845647,0.002375140399332775,0.003996869697835383,0.0040207364903190775,0.003420750660074262,0.003690509935333203,0.003160082666503252,0.0026951161849248177,0.004718637181625709,0.0030939996322441534,0.002036451906255206,0.0031447521390091993,0.0021989373390280753,0.003806919039677469,0.003226698918227918,0.0021922291351899716,0.00420325586675513,0.004637795535054687,0.004604732845250534,0.0027239174845843863,0.003476492953011219,0.003554658855203617,0.003770929774022182,0.0018722955312000852,0.0036079473220356163,0.0019204170720863026,0.004872523980189613,0.0021221745096349064,0.00330267599918157,0.0007535376372806757
54,gln0i,0.002620540072859801,0.002293442887124801,0.005160752384063953,0.0031647734675295334,0.0033396219522960654,0.004757873343109581,0.002775575703205413,0.0036602861132461494,0.003577320611583077,0.00333802122385916,0.0032325339883199767,0.002446182609864304,0.003552426663134644,0.002935542256029291,0.002022526807736773,0.00389123513945342,0.002571106529181203,0.003337112909569942,0.003569403065236206,0.0023900758333661497,0.004496707986639593,0.002797526588079698,0.0019752947877507065,0.002778898370232169,0.00335135050470435,0.0034996618417308593,0.0030518955397702743,0.002826461954726868,0.003997583903351838,0.0033976168557321614,0.0034419727663362702,0.0032359750871514383,0.004097539461177004,0.0035126102316156466,0.003153082806264851,0.001357493932168068,0.0035434322538400427,0.002755492053680077,0.004297062004741798,0.003866332731885151,0.0019295521941663097,0.002583860699856163,0.0034017469440874915,0.0029072695299780945,0.00459743467454935,0.00279340350855397,0.004043400002758689,0.00375871988378991,0.0033575716450606813,0.002999186820693669,0.0030367328883342836,0.004041107751834505,0.003183932623686022,0.004422466117207149,0.003948113787571302,0.0024797582447123674,0.003781704595818865,0.0034207933136695904,0.0032924474953738114,0.0038697616829271027,0.003940944939250444,0.0035115669610329336,0.002921824403566,0.003533107017529657,0.0031865098576863296,0.004719249949235582,0.0027209051892468803,0.002675888199411586,0.0019436907550949658,0.0027909099095653526,0.003678363626172162,0.004397324441996329,0.0028454507638141086,0.002939618248373021,0.0032277137626374524,0.002161447017214256,0.003720697061241712,0.0029932859246463183,0.0038945702166740892,0.003607735520438713,0.0030267731973575847,0.003614516999224997,0.003176548164161501,0.005581114600262411,0.0048874430201897665,0.003800231993369874,0.002609388637746199,0.00291438436065305,0.0028378503831295787,0.003909225216858892,0.002965188105965272,0.0021379759756013205,0.003173516106787963,0.0027829000553262727,0.0036980036261068236,0.0026376916776700917,0.00558408368099786,0.0032793529071061807,0.003260356218545728,0.0030371622328395536,0.0033224382055170643,0.0007595212163474875
